No.,Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume
6624,TECH,Bio-Techne Corporation,Healthcare,Biotechnology,USA,10.35B,46.19,268.46,-0.45%,"126,628"
6625,TECK,Teck Resources Limited,Basic Materials,Other Industrial Metals & Mining,Canada,7.45B,-,13.85,1.02%,"4,008,622"
6626,TECL,Direxion Daily Technology Bull 3X Shares,Financial,Exchange Traded Fund,USA,-,-,315.99,-0.58%,"240,412"
6627,TECS,Direxion Daily Technology Bear 3X Shares,Financial,Exchange Traded Fund,USA,-,-,12.33,0.33%,"1,977,373"
6628,TEDU,"Tarena International, Inc.",Consumer Defensive,Education & Training Services,China,110.64M,-,2.14,9.74%,"393,240"
6629,TEF,"Telefonica, S.A.",Communication Services,Telecom Services,Spain,19.58B,-,3.71,2.49%,"1,244,256"
6630,TEI,Templeton Emerging Markets Income Fund,Financial,Closed-End Fund - Debt,USA,349.43M,-,7.28,-0.68%,"197,694"
6631,TEL,TE Connectivity Ltd.,Technology,Electronic Components,Switzerland,34.88B,-,106.3,0.01%,"1,780,315"
6632,TELA,"TELA Bio, Inc.",Healthcare,Medical Devices,USA,243.64M,-,16.99,0.95%,"11,028"
6633,TELL,Tellurian Inc.,Energy,Oil & Gas E&P,USA,300.48M,-,0.89,-1.94%,"2,443,383"
6634,TEN,Tenneco Inc.,Consumer Cyclical,Auto Parts,USA,755.31M,-,9.21,-1.29%,"573,483"
6635,TENB,"Tenable Holdings, Inc.",Technology,Software - Infrastructure,USA,3.86B,-,37.1,-0.43%,"875,866"
6636,TENX,"Tenax Therapeutics, Inc.",Healthcare,Biotechnology,USA,16.09M,-,1.19,0.85%,"21,935"
6637,TEO,Telecom Argentina S.A.,Communication Services,Telecom Services,Argentina,1.98B,-,7.44,-0.67%,"124,186"
6638,TER,"Teradyne, Inc.",Technology,Semiconductor Equipment & Materials,USA,15.40B,26.54,92.0,1.17%,"1,166,023"
6639,TERM,EquityCompass Tactical Risk Manager ETF,Financial,Exchange Traded Fund,USA,-,-,16.17,0.24%,"2,893"
6640,TESS,TESSCO Technologies Incorporated,Technology,Communication Equipment,USA,51.24M,-,5.93,2.77%,"9,525"
6641,TEUM,Pareteum Corporation,Communication Services,Telecom Services,USA,95.88M,-,0.69,4.10%,"682,165"
6642,TEVA,Teva Pharmaceutical Industries Limited,Healthcare,Drug Manufacturers - Specialty & Generic,Israel,10.06B,3116.67,9.35,-0.95%,"4,036,703"
6643,TEX,Terex Corporation,Industrials,Farm & Heavy Construction Machinery,USA,1.83B,45.36,26.81,-0.04%,"545,024"
6644,TFC,Truist Financial Corporation,Financial,Banks - Regional,USA,59.87B,15.01,43.94,1.13%,"3,527,654"
6645,TFFP,"TFF Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,326.65M,-,15.2,0.07%,"116,029"
6646,TFI,SPDR Nuveen Bloomberg Barclays Municipal Bond ETF,Financial,Exchange Traded Fund,USA,-,-,51.69,0.12%,"135,013"
6647,TFII,TFI International Inc.,Industrials,Trucking,Canada,4.69B,-,50.23,3.78%,"315,251"
6648,TFIV,Global X TargetIncome 5 ETF,Financial,Exchange Traded Fund,USA,-,-,22.39,0.31%,499
6649,TFLO,iShares Treasury Floating Rate Bond ETF,Financial,Exchange Traded Fund,USA,-,-,50.28,-0.01%,"23,002"
6650,TFLT,Global X TargetIncome Plus 2 ETF,Financial,Exchange Traded Fund,USA,-,-,23.92,0.00%,0
6651,TFSL,TFS Financial Corporation,Financial,Banks - Regional,USA,4.66B,50.68,16.37,0.00%,"146,779"
6652,TFX,Teleflex Incorporated,Healthcare,Medical Instruments & Supplies,USA,16.87B,36.06,366.24,-0.54%,"171,669"
6653,TG,Tredegar Corporation,Basic Materials,Specialty Chemicals,USA,518.90M,183.76,15.62,-0.19%,"49,517"
6654,TGA,TransGlobe Energy Corporation,Energy,Oil & Gas E&P,Canada,30.61M,-,0.42,-5.87%,"1,515,884"
6655,TGB,Taseko Mines Limited,Basic Materials,Other Industrial Metals & Mining,Canada,279.51M,-,1.14,-0.87%,"698,953"
6656,TGC,"Tengasco, Inc.",Energy,Oil & Gas E&P,USA,9.50M,-,0.94,-20.28%,"1,079,829"
6657,TGH,Textainer Group Holdings Limited,Industrials,Rental & Leasing Services,Bermuda,875.68M,18.08,16.42,0.18%,"151,435"
6658,TGI,"Triumph Group, Inc.",Industrials,Aerospace & Defense,USA,404.38M,-,7.79,3.18%,"1,166,006"
6659,TGLS,Tecnoglass Inc.,Industrials,Building Products & Equipment,Colombia,253.07M,35.69,5.46,-3.87%,"88,034"
6660,TGNA,TEGNA Inc.,Communication Services,Broadcasting,USA,2.85B,12.18,13.29,2.07%,"1,706,463"
6661,TGP,Teekay LNG Partners L.P.,Energy,Oil & Gas Midstream,Bermuda,958.18M,9.09,11.29,4.06%,"250,493"
6662,TGS,Transportadora de Gas del Sur S.A.,Energy,Oil & Gas Midstream,Argentina,760.91M,5.44,4.74,0.42%,"99,547"
6663,TGT,Target Corporation,Consumer Defensive,Discount Stores,USA,80.48B,23.19,160.23,0.39%,"1,813,505"
6664,TGTX,"TG Therapeutics, Inc.",Healthcare,Biotechnology,USA,3.40B,-,27.0,-1.57%,"1,293,775"
6665,TH,Target Hospitality Corp.,Energy,Oil & Gas Equipment & Services,USA,123.98M,-,1.17,-0.85%,"94,392"
6666,THBR,"Thunder Bridge Acquisition II, Ltd.",Financial,Shell Companies,USA,438.63M,114.27,10.17,0.10%,"12,030"
6667,THC,Tenet Healthcare Corporation,Healthcare,Medical Care Facilities,USA,3.11B,-,29.16,4.29%,"1,444,960"
6668,THCA,Tuscan Holdings Corp. II,Financial,Shell Companies,USA,220.34M,-,10.02,0.40%,5
6669,THCB,Tuscan Holdings Corp.,Financial,Shell Companies,USA,361.44M,-,10.19,-0.15%,"1,719"
6670,THCX,The Cannabis ETF,Financial,Exchange Traded Fund,USA,-,-,9.6,0.00%,"31,684"
6671,THD,iShares MSCI Thailand Capped ETF,Financial,Exchange Traded Fund,USA,-,-,62.61,0.79%,"69,977"
6672,THFF,First Financial Corporation,Financial,Banks - Regional,USA,487.08M,9.49,35.45,1.17%,"26,247"
6673,THG,"The Hanover Insurance Group, Inc.",Financial,Insurance - Property & Casualty,USA,3.81B,13.49,101.73,-1.35%,"178,400"
6674,THM,International Tower Hill Mines Ltd.,Basic Materials,Gold,Canada,285.13M,-,1.57,4.67%,"352,986"
6675,THMO,"ThermoGenesis Holdings, Inc.",Healthcare,Medical Devices,USA,15.14M,-,2.33,-4.12%,"344,847"
6676,THO,"Thor Industries, Inc.",Consumer Cyclical,Recreational Vehicles,USA,4.94B,21.94,88.23,-2.63%,"986,922"
6677,THQ,Tekla Healthcare Opportunities Fund,Financial,Closed-End Fund - Equity,USA,770.17M,-,18.63,1.09%,"72,451"
6678,THR,"Thermon Group Holdings, Inc.",Industrials,Specialty Industrial Machinery,USA,390.65M,90.78,11.71,1.74%,"138,825"
6679,THRM,Gentherm Incorporated,Consumer Cyclical,Auto Parts,USA,1.54B,55.69,47.0,0.26%,"60,732"
6680,THS,"TreeHouse Foods, Inc.",Consumer Defensive,Packaged Foods,USA,2.35B,-,42.15,3.08%,"364,793"
6681,THTX,Theratechnologies Inc.,Healthcare,Drug Manufacturers - Specialty & Generic,Canada,157.88M,-,2.05,-0.49%,"64,425"
6682,THW,Tekla World Healthcare Fund,Financial,Closed-End Fund - Equity,USA,431.07M,-,14.32,0.28%,"61,797"
6683,THY,Agility Shares Dynamic Tactical Income ETF,Financial,Exchange Traded Fund,USA,-,-,25.28,0.07%,"13,088"
6684,TIF,Tiffany & Co.,Consumer Cyclical,Luxury Goods,USA,14.87B,61.04,123.54,0.73%,"829,130"
6685,TIG,"Trean Insurance Group, Inc.",Financial,Insurance - Specialty,USA,712.49M,22.99,13.38,2.92%,"70,494"
6686,TIGO,Millicom International Cellular S.A.,Communication Services,Telecom Services,Luxembourg,2.97B,-,32.88,0.31%,"57,418"
6687,TIGR,UP Fintech Holding Limited,Financial,Capital Markets,China,687.60M,316.25,5.06,5.20%,"465,159"
6688,TILE,"Interface, Inc.",Consumer Cyclical,"Furnishings, Fixtures & Appliances",USA,386.03M,-,6.49,2.69%,"579,872"
6689,TILT,FlexShares Morningstar US Market Factors Tilt Index Fund,Financial,Exchange Traded Fund,USA,-,-,128.69,0.46%,"8,784"
6690,TIP,iShares TIPS Bond ETF,Financial,Exchange Traded Fund,USA,-,-,125.85,0.12%,"2,846,845"
6691,TIPT,Tiptree Inc.,Financial,Insurance - Specialty,USA,175.46M,-,5.25,0.19%,"48,689"
6692,TIPX,SPDR Bloomberg Barclays 1-10 Year TIPS ETF,Financial,Exchange Traded Fund,USA,-,-,20.66,0.00%,"33,172"
6693,TIPZ,PIMCO Broad U.S. TIPS Index ETF,Financial,Exchange Traded Fund,USA,-,-,64.45,-0.08%,"3,258"
6694,TISI,"Team, Inc.",Industrials,Specialty Business Services,USA,188.77M,-,5.97,2.93%,"163,634"
6695,TITN,Titan Machinery Inc.,Industrials,Industrial Distribution,USA,363.66M,20.52,16.07,0.88%,"361,135"
6696,TJX,"The TJX Companies, Inc.",Consumer Cyclical,Apparel Retail,USA,69.29B,100.92,57.02,1.79%,"4,694,588"
6697,TK,Teekay Corporation,Energy,Oil & Gas Integrated,Canada,216.68M,-,2.05,-1.44%,"604,223"
6698,TKAT,"Takung Art Co., Ltd.",Consumer Cyclical,Internet Retail,Hong Kong,16.60M,-,1.41,2.17%,"1,570"
6699,TKC,Turkcell Iletisim Hizmetleri A.S.,Communication Services,Telecom Services,Turkey,4.50B,10.82,5.13,-1.16%,"146,645"
6700,TKR,The Timken Company,Industrials,Tools & Accessories,USA,4.61B,14.62,61.26,1.29%,"349,892"
6701,TLC,"Taiwan Liposome Company, Ltd.",Healthcare,Biotechnology,Taiwan,197.34M,-,4.69,-1.05%,"22,604"
6702,TLDH,FlexShares Currency Hedged Morningstar DM ex-US Factor Tilt Index Fund,Financial,Exchange Traded Fund,USA,-,-,25.79,0.56%,352
6703,TLEH,FlexShares Currency Hedged Morningstar EM Factor Tilt Index Fund,Financial,Exchange Traded Fund,USA,-,-,28.27,0.54%,2
6704,TLGT,"Teligent, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,USA,3.70M,-,0.68,-2.86%,"3,840,332"
6705,TLH,iShares 10-20 Year Treasury Bond ETF,Financial,Exchange Traded Fund,USA,-,-,162.26,0.42%,"303,906"
6706,TLI,Western Asset Corporate Loan Fund Inc.,Financial,Closed-End Fund - Debt,USA,91.17M,-,9.23,0.01%,"12,243"
6707,TLK,Perusahaan Perseroan (Persero) PT Telekomunikasi Indonesia Tbk,Communication Services,Telecom Services,Indonesia,17.95B,14.01,18.04,-2.28%,"269,836"
6708,TLND,Talend S.A.,Technology,Software - Infrastructure,France,1.25B,-,40.04,1.50%,"114,568"
6709,TLRY,"Tilray, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,Canada,857.47M,-,6.73,-1.46%,"7,412,259"
6710,TLSA,Tiziana Life Sciences PLC,Healthcare,Biotechnology,United Kingdom,423.08M,-,4.42,1.84%,"95,296"
6711,TLT,iShares 20+ Year Treasury Bond ETF,Financial,Exchange Traded Fund,USA,-,-,158.01,0.61%,"8,782,126"
6712,TLTD,FlexShares Morningstar Developed Markets ex-US Factor Tilt Index Fund,Financial,Exchange Traded Fund,USA,-,-,57.47,0.61%,"10,730"
6713,TLTE,FlexShares Morningstar Emerging Markets Factor Tilt Index Fund,Financial,Exchange Traded Fund,USA,-,-,49.93,0.71%,"5,486"
6714,TLYS,"Tilly's, Inc.",Consumer Cyclical,Apparel Retail,USA,201.50M,431.87,6.91,2.98%,"316,805"
6715,TM,Toyota Motor Corporation,Consumer Cyclical,Auto Manufacturers,Japan,218.92B,12.86,133.28,-0.10%,"59,052"
6716,TMBR,"Timber Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,12.62M,-,1.05,-5.41%,"819,116"
6717,TMDI,Titan Medical Inc.,Healthcare,Medical Devices,Canada,61.90M,-,0.76,1.24%,"296,896"
6718,TMDV,ProShares Russell US Dividend Growers ETF,Financial,Exchange Traded Fund,USA,-,-,40.02,0.40%,43
6719,TMDX,"TransMedics Group, Inc.",Healthcare,Medical Devices,USA,354.84M,-,13.25,1.69%,"39,410"
6720,TME,Tencent Music Entertainment Group,Communication Services,Internet Content & Information,China,25.12B,43.12,14.92,1.57%,"4,508,841"
6721,TMF,Direxion Daily 20+ Year Treasury Bull 3X Shares,Financial,Exchange Traded Fund,USA,-,-,36.04,1.44%,"452,248"
6722,TMFC,Motley Fool 100 Index ETF,Financial,Exchange Traded Fund,USA,-,-,32.64,0.34%,"53,603"
6723,TMHC,Taylor Morrison Home Corporation,Consumer Cyclical,Residential Construction,USA,3.34B,18.27,25.25,3.57%,"995,108"
6724,TMO,Thermo Fisher Scientific Inc.,Healthcare,Diagnostics & Research,USA,188.32B,51.57,480.17,-0.38%,"1,164,238"
6725,TMP,Tompkins Financial Corporation,Financial,Banks - Regional,USA,868.24M,12.38,58.31,0.31%,"24,122"
6726,TMQ,Trilogy Metals Inc.,Basic Materials,Other Industrial Metals & Mining,Canada,241.68M,1.55,1.69,0.60%,"49,195"
6727,TMST,TimkenSteel Corporation,Basic Materials,Steel,USA,174.36M,-,4.12,0.98%,"113,345"
6728,TMUS,"T-Mobile US, Inc.",Communication Services,Telecom Services,USA,139.52B,40.06,112.38,0.66%,"2,138,202"
6729,TMV,Direxion Daily 20+ Year Treasury Bear 3X Shares,Financial,Exchange Traded Fund,USA,-,-,55.48,-2.35%,"74,420"
6730,TMX,"Terminix Global Holdings, Inc.",Consumer Cyclical,Personal Services,USA,6.21B,157.91,47.69,0.76%,"731,211"
6731,TNA,Direxion Daily Small Cap Bull 3X Shares,Financial,Exchange Traded Fund,USA,-,-,39.08,1.72%,"7,503,356"
6732,TNAV,"Telenav, Inc.",Technology,Software - Application,USA,188.37M,71.58,4.08,0.00%,"89,936"
6733,TNC,Tennant Company,Industrials,Specialty Industrial Machinery,USA,1.14B,25.53,62.02,-0.18%,"51,620"
6734,TNDM,"Tandem Diabetes Care, Inc.",Healthcare,Medical Devices,USA,7.18B,-,115.15,0.89%,"335,204"
6735,TNET,"TriNet Group, Inc.",Industrials,Staffing & Employment Services,USA,4.83B,15.62,72.25,1.39%,"316,500"
6736,TNK,Teekay Tankers Ltd.,Energy,Oil & Gas Midstream,Canada,347.21M,1.36,9.96,-4.05%,"968,370"
6737,TNP,Tsakos Energy Navigation Limited,Energy,Oil & Gas Midstream,Greece,156.16M,11.58,8.36,1.70%,"105,108"
6738,TNXP,Tonix Pharmaceuticals Holding Corp.,Healthcare,Biotechnology,USA,86.89M,-,0.67,-1.04%,"2,977,109"
6739,TOK,iShares MSCI Kokusai ETF,Financial,Exchange Traded Fund,USA,-,-,76.42,0.21%,591
6740,TOKE,Cambria Cannabis ETF,Financial,Exchange Traded Fund,USA,-,-,11.74,-0.29%,"2,453"
6741,TOL,"Toll Brothers, Inc.",Consumer Cyclical,Residential Construction,USA,6.11B,14.30,47.26,3.28%,"1,385,782"
6742,TOLZ,ProShares DJ Brookfield Global Infrastructure ETF,Financial,Exchange Traded Fund,USA,-,-,39.63,0.50%,"13,502"
6743,TOMZ,"TOMI Environmental Solutions, Inc.",Industrials,Pollution & Treatment Controls,USA,129.18M,26.13,7.63,-0.84%,"63,046"
6744,TOPS,Top Ships Inc.,Industrials,Marine Shipping,Greece,45.78M,-,1.11,-1.77%,"1,270,001"
6745,TOT,TOTAL SE,Energy,Oil & Gas Integrated,France,87.58B,-,32.87,0.15%,"2,584,984"
6746,TOTA,Tottenham Acquisition I Limited,Financial,Shell Companies,Hong Kong,40.15M,-,10.88,0.46%,"12,755"
6747,TOTL,SPDR DoubleLine Total Return Tactical ETF,Financial,Exchange Traded Fund,USA,-,-,49.23,0.06%,"323,021"
6748,TOUR,Tuniu Corporation,Consumer Cyclical,Travel Services,China,134.03M,-,1.15,-11.54%,"363,331"
6749,TOWN,TowneBank,Financial,Banks - Regional,USA,1.37B,9.79,18.86,0.27%,"177,595"
6750,TPAY,Tortoise Digital Payments Infrastructure Fund,Financial,Exchange Traded Fund,USA,-,-,38.12,0.81%,"1,291"
6751,TPB,"Turning Point Brands, Inc.",Consumer Defensive,Tobacco,USA,609.52M,99.94,31.68,0.83%,"45,074"
6752,TPC,Tutor Perini Corporation,Industrials,Engineering & Construction,USA,727.79M,-,13.75,1.33%,"129,639"
6753,TPCO,Tribune Publishing Company,Communication Services,Publishing,USA,460.22M,-,12.64,0.32%,"33,459"
6754,TPH,"TRI Pointe Group, Inc.",Consumer Cyclical,Residential Construction,USA,2.37B,9.14,17.92,6.73%,"3,577,707"
6755,TPHD,Timothy Plan High Dividend Stock ETF,Financial,Exchange Traded Fund,USA,-,-,24.39,0.46%,"13,255"
6756,TPHS,Trinity Place Holdings Inc.,Real Estate,Real Estate - Diversified,USA,44.49M,2.23,1.36,5.43%,"33,913"
6757,TPIC,"TPI Composites, Inc.",Industrials,Specialty Industrial Machinery,USA,1.19B,-,33.52,2.89%,"387,136"
6758,TPIF,Timothy Plan International ETF,Financial,Exchange Traded Fund,USA,-,-,24.35,0.58%,"4,599"
6759,TPL,Texas Pacific Land Trust,Energy,Oil & Gas E&P,USA,3.80B,17.31,477.98,-0.25%,"8,610"
6760,TPLC,Timothy Plan US Large/Mid Cap Core ETF,Financial,Exchange Traded Fund,USA,-,-,28.29,0.45%,"11,648"
6761,TPOR,Direxion Daily Transportation Bull 3X Shares,Financial,Exchange Traded Fund,USA,-,-,22.41,3.65%,"97,810"
6762,TPR,"Tapestry, Inc.",Consumer Cyclical,Luxury Goods,USA,5.95B,-,21.43,-1.92%,"6,297,028"
6763,TPRE,Third Point Reinsurance Ltd.,Financial,Insurance - Reinsurance,Bermuda,785.15M,-,8.2,1.61%,"189,274"
6764,TPSC,Timothy Plan US Small Cap Core ETF,Financial,Exchange Traded Fund,USA,-,-,23.33,0.73%,"1,174"
6765,TPTX,"Turning Point Therapeutics, Inc.",Healthcare,Biotechnology,USA,4.35B,-,102.56,0.66%,"557,077"
6766,TPVG,TriplePoint Venture Growth BDC Corp.,Financial,Asset Management,USA,340.08M,27.88,10.9,0.65%,"107,297"
6767,TPX,"Tempur Sealy International, Inc.",Consumer Cyclical,"Furnishings, Fixtures & Appliances",USA,4.61B,23.72,88.63,-0.21%,"534,257"
6768,TPYP,Tortoise North American Pipeline Fund,Financial,Exchange Traded Fund,USA,-,-,16.0,-0.56%,"92,809"
6769,TPZ,"Tortoise Power and Energy Infrastructure Fund, Inc.",Financial,Asset Management,USA,60.41M,-,8.69,-1.81%,"39,609"
6770,TQQQ,ProShares UltraPro QQQ,Financial,Exchange Traded Fund,USA,-,-,139.3,0.58%,"23,817,265"
6771,TR,"Tootsie Roll Industries, Inc.",Consumer Defensive,Confectioners,USA,2.00B,32.13,30.56,0.43%,"135,911"
6772,TRC,Tejon Ranch Co.,Industrials,Conglomerates,USA,392.59M,44.63,14.95,0.20%,"26,972"
6773,TRCH,"Torchlight Energy Resources, Inc.",Energy,Oil & Gas E&P,USA,28.05M,-,0.27,2.23%,"484,928"
6774,TREB,Trebia Acquisition Corp.,Financial,Shell Companies,USA,515.43M,-,9.96,-0.10%,"212,734"
6775,TREC,Trecora Resources,Basic Materials,Specialty Chemicals,USA,164.59M,-,6.65,-0.15%,"167,069"
6776,TREE,"LendingTree, Inc.",Financial,Mortgage Finance,USA,4.55B,170.92,344.91,-0.08%,"85,440"
6777,TREX,"Trex Company, Inc.",Industrials,Building Products & Equipment,USA,9.00B,53.52,76.64,1.73%,"499,829"
6778,TRGP,Targa Resources Corp.,Energy,Oil & Gas Midstream,USA,4.16B,-,17.11,-0.41%,"1,865,460"
6779,TRHC,"Tabula Rasa HealthCare, Inc.",Healthcare,Health Information Services,USA,946.80M,-,39.45,0.51%,"203,666"
6780,TRI,Thomson Reuters Corporation,Industrials,Consulting Services,Canada,41.01B,109.71,81.95,0.04%,"272,523"
6781,TRIB,Trinity Biotech plc,Healthcare,Diagnostics & Research,Ireland,61.60M,-,2.69,3.07%,"135,888"
6782,TRIL,Trillium Therapeutics Inc.,Healthcare,Biotechnology,Canada,1.27B,-,12.98,-2.33%,"1,200,367"
6783,TRIP,"TripAdvisor, Inc.",Consumer Cyclical,Travel Services,USA,2.85B,-,20.91,0.77%,"2,088,531"
6784,TRMB,Trimble Inc.,Technology,Scientific & Technical Instruments,USA,12.52B,26.11,50.08,-1.69%,"1,186,285"
6785,TRMD,TORM plc,Energy,Oil & Gas Midstream,United Kingdom,510.81M,1.93,6.88,0.95%,"36,237"
6786,TRMK,Trustmark Corporation,Financial,Banks - Regional,USA,1.56B,12.14,24.47,0.29%,"153,974"
6787,TRMT,Tremont Mortgage Trust,Real Estate,REIT - Mortgage,USA,23.76M,3.18,2.88,0.35%,"26,222"
6788,TRN,"Trinity Industries, Inc.",Industrials,Railroads,USA,2.43B,-,21.12,4.92%,"1,558,329"
6789,TRND,Pacer Trendpilot Fund of Funds ETF,Financial,Exchange Traded Fund,USA,-,-,25.93,0.36%,757
6790,TRNE,Trine Acquisition Corp.,Financial,Shell Companies,USA,319.66M,-,10.65,-2.74%,"717,416"
6791,TRNO,Terreno Realty Corporation,Real Estate,REIT - Industrial,USA,4.15B,55.67,60.12,0.28%,"157,999"
6792,TRNS,"Transcat, Inc.",Industrials,Industrial Distribution,USA,199.92M,28.34,27.09,-1.17%,"18,202"
6793,TROW,"T. Rowe Price Group, Inc.",Financial,Asset Management,USA,33.58B,17.56,148.1,1.19%,"922,078"
6794,TROX,Tronox Holdings plc,Basic Materials,Chemicals,USA,1.39B,159.18,9.71,5.77%,"786,377"
6795,TRP,TC Energy Corporation,Energy,Oil & Gas Midstream,Canada,40.31B,12.24,42.18,-0.42%,"1,114,345"
6796,TRQ,Turquoise Hill Resources Ltd.,Basic Materials,Copper,Canada,1.63B,4.85,0.79,-0.86%,"2,134,959"
6797,TRS,TriMas Corporation,Industrials,Specialty Industrial Machinery,USA,1.14B,64.96,25.53,1.39%,"132,728"
6798,TRST,TrustCo Bank Corp NY,Financial,Banks - Regional,USA,563.35M,10.56,5.8,-2.19%,"332,963"
6799,TRT,Trio-Tech International,Technology,Semiconductor Equipment & Materials,USA,15.56M,16.28,4.25,0.24%,"6,838"
6800,TRTN,Triton International Limited,Industrials,Rental & Leasing Services,Bermuda,2.63B,9.46,38.24,4.31%,"2,182,968"
6801,TRTX,"TPG RE Finance Trust, Inc.",Real Estate,REIT - Mortgage,USA,637.51M,-,8.17,1.74%,"198,735"
6802,TRTY,Cambria Trinity ETF,Financial,Exchange Traded Fund,USA,-,-,22.79,0.18%,641
6803,TRU,TransUnion,Industrials,Consulting Services,USA,16.57B,52.79,86.05,0.01%,"851,783"
6804,TRUE,"TrueCar, Inc.",Communication Services,Internet Content & Information,USA,550.19M,-,4.91,-0.91%,"399,912"
6805,TRUP,"Trupanion, Inc.",Financial,Insurance - Specialty,USA,2.66B,1628.26,74.9,0.90%,"403,879"
6806,TRV,"The Travelers Companies, Inc.",Financial,Insurance - Property & Casualty,USA,31.70B,17.98,125.97,-0.13%,"1,371,321"
6807,TRVG,trivago N.V.,Communication Services,Internet Content & Information,Germany,528.15M,-,1.5,3.45%,"324,151"
6808,TRVI,"Trevi Therapeutics, Inc.",Healthcare,Biotechnology,USA,63.51M,-,3.48,0.29%,"6,777"
6809,TRVN,"Trevena, Inc.",Healthcare,Biotechnology,USA,394.85M,-,2.66,0.38%,"2,058,655"
6810,TRWH,"Twin River Worldwide Holdings, Inc.",Consumer Cyclical,Resorts & Casinos,USA,759.59M,-,24.59,3.36%,"59,851"
6811,TRX,Tanzanian Gold Corporation,Basic Materials,Gold,Canada,135.30M,-,0.67,-3.51%,"295,540"
6812,TRXC,"TransEnterix, Inc.",Healthcare,Medical Devices,USA,38.62M,-,0.41,-1.56%,"672,864"
6813,TS,Tenaris S.A.,Energy,Oil & Gas Equipment & Services,Luxembourg,6.06B,-,10.38,-0.38%,"1,834,101"
6814,TSBK,"Timberland Bancorp, Inc.",Financial,Banks - Regional,USA,173.36M,7.35,21.09,2.33%,"7,098"
6815,TSC,"TriState Capital Holdings, Inc.",Financial,Banks - Regional,USA,412.19M,8.57,13.8,1.36%,"177,647"
6816,TSCO,Tractor Supply Company,Consumer Cyclical,Specialty Retail,USA,16.15B,23.95,139.82,2.04%,"1,947,874"
6817,TSE,Trinseo S.A.,Basic Materials,Specialty Chemicals,USA,1.34B,-,34.44,2.74%,"527,639"
6818,TSEM,Tower Semiconductor Ltd.,Technology,Semiconductors,Israel,2.15B,27.31,19.96,0.25%,"113,919"
6819,TSHA,"Taysha Gene Therapies, Inc.",Healthcare,Biotechnology,USA,715.11M,-,20.02,-2.58%,"61,307"
6820,TSI,"TCW Strategic Income Fund, Inc.",Financial,Closed-End Fund - Debt,USA,274.06M,28.84,5.74,0.35%,"45,743"
